chid,top1,top2,top3
10315204,22,15,18
10315229,36,48,12
10315231,2,15,37
10315304,37,2,15
10315323,37,2,15
10315453,2,15,10
10315671,37,18,19
10315729,36,37,12
10315778,37,19,21
10315853,37,15,2
10315883,37,39,18
10315926,19,2,10
10315938,37,2,15
10315955,37,2,36
10316067,10,36,12
10316172,2,15,36
10316175,37,36,12
10316183,37,10,15
10316206,2,48,37
10316305,12,37,15
10316340,37,15,26
10316397,48,15,37
10316520,37,6,19
10316525,15,37,19
10316668,15,2,37
10316741,10,37,2
10316749,2,37,15
10316801,37,19,2
10316871,36,19,6
10316873,37,36,15
10316996,15,13,12
10317182,12,6,15
10317205,36,37,2
10317243,36,15,22
10317294,48,10,2
10317311,37,10,12
10317312,37,19,2
10317335,37,15,18
10317347,37,15,36
10317382,15,37,2
10317416,15,37,2
10317436,37,10,2
10317504,36,37,19
10317510,36,37,15
10317517,37,10,12
10317542,10,12,21
10317633,12,37,15
10317638,10,37,15
10317769,10,12,48
10317886,2,37,15
10317993,48,37,15
10318079,25,22,6
10318115,15,37,2
10318184,37,48,10
10318236,37,10,48
10318287,2,10,21
10318461,37,36,15
10318463,36,37,19
10318488,2,6,15
10318512,10,36,15
10318595,37,12,15
10318664,10,36,15
10318734,2,12,18
10318874,10,36,37
10319030,37,2,12
10319155,37,10,25
10319292,15,10,13
10319324,48,39,12
10319329,37,2,22
10319531,48,37,15
10319544,36,15,37
10319549,37,48,12
10319600,10,15,19
10319614,48,15,37
10319641,36,10,15
10319717,48,10,39
10319818,19,12,2
10319914,37,15,2
10319933,37,2,15
10319961,36,10,13
10319964,37,22,25
10319998,37,36,15
10320062,2,19,37
10320187,37,2,15
10320228,10,19,18
10320235,48,2,37
10320281,37,36,2
10320327,13,37,15
10320363,36,37,2
10320419,37,10,19
10320526,6,37,19
10320583,13,10,15
10320587,10,2,36
10320613,13,15,21
10320630,36,22,37
10320667,37,48,10
10320678,37,15,39
10320703,36,37,15
10320740,13,10,39
10320825,15,36,48
10320881,15,2,37
10320921,36,2,13
10321111,37,15,19
10321122,13,15,37
10321132,48,15,36
10321205,48,36,2
10321240,13,37,15
10321270,36,10,25
10321282,37,2,15
10321285,37,48,15
10321304,37,15,10
10321311,37,2,15
10321342,22,36,2
10321434,10,2,36
10321484,2,37,15
10321515,48,15,36
10321633,48,2,18
10321827,37,48,2
10321871,25,37,2
10321893,12,26,37
10321923,37,10,18
10321926,36,37,10
10321943,37,15,2
10322069,37,2,10
10322074,37,18,6
10322165,36,2,48
10322167,48,36,15
10322255,2,15,37
10322262,36,48,15
10322298,36,13,12
10322301,15,48,6
10322573,36,15,21
10322655,48,37,36
10322688,37,36,12
10322823,39,26,37
10322845,2,19,15
10322885,13,37,36
10322888,37,48,2
10323029,36,37,2
10323030,37,6,25
10323084,37,15,12
10323241,36,37,48
10323246,2,37,15
10323261,37,15,2
10323337,48,2,15
10323485,2,26,19
10323522,10,48,37
10323602,37,19,12
10323716,37,12,10
10323763,37,36,15
10323807,2,13,36
10323814,36,10,12
10323973,37,12,10
10324202,37,2,15
10324217,13,15,37
10324372,10,15,48
10324406,37,2,15
10324425,13,10,2
10324443,36,13,15
10324452,36,37,15
10324521,18,2,15
10324544,13,36,48
10324559,36,10,48
10324581,48,37,2
10324604,48,37,10
10324633,2,15,18
10324662,36,15,37
10324707,37,15,2
10324733,15,10,37
10324853,15,37,10
10324861,15,2,37
10325018,2,37,36
10325063,37,22,2
10325215,2,19,18
10325228,36,15,2
10325280,36,37,18
10325365,13,15,48
10325630,37,15,10
10325665,37,10,48
10325680,37,10,12
10325765,37,15,2
10325794,37,15,2
10325875,37,6,21
10325883,37,15,48
10325913,10,37,15
10325930,37,36,18
10325932,37,2,10
10325977,37,15,2
10326041,37,2,15
10326045,37,2,26
10326051,10,37,15
10326075,37,36,15
10326094,36,10,6
10326138,48,2,15
10326195,2,15,37
10326215,13,36,37
10326223,36,15,2
10326292,36,10,48
10326377,37,2,15
10326403,10,48,36
10326425,48,12,2
10326432,48,37,15
10326551,36,37,2
10326590,36,2,48
10326786,10,2,13
10326796,48,37,36
10326819,37,10,12
10326833,37,15,36
10326845,37,2,18
10326913,10,37,15
10326930,15,37,10
10326936,36,2,13
10326961,37,25,15
10326972,10,2,37
10327003,37,48,21
10327060,37,15,48
10327085,48,37,15
10327087,37,2,15
10327114,10,48,2
10327117,37,15,21
10327142,36,10,12
10327151,37,15,19
10327159,19,2,15
10327209,48,15,39
10327212,13,37,36
10327352,10,36,13
10327359,37,15,2
10327485,37,15,12
10327625,36,15,37
10327633,10,12,2
10327640,39,2,37
10327648,37,2,15
10327661,10,15,37
10327778,37,15,2
10327867,10,48,2
10327879,37,36,15
10327889,37,39,15
10327996,10,36,37
10328076,2,19,37
10328108,10,13,15
10328143,37,2,15
10328175,37,15,26
10328212,10,12,48
10328273,37,25,22
10328368,36,15,37
10328422,15,37,2
10328443,12,37,2
10328567,37,10,21
10328577,37,2,15
10328650,37,15,2
10328686,2,15,37
10328731,2,15,37
10328763,13,36,10
10328785,2,15,10
10328825,36,37,26
10328893,15,10,6
10328971,15,2,48
10328985,13,10,15
10329053,2,15,19
10329145,2,15,10
10329159,37,10,15
10329160,37,15,19
10329350,37,2,15
10329429,2,15,37
10329453,37,48,6
10329462,48,2,37
10329509,37,26,19
10329700,37,10,2
10329703,36,37,2
10329736,37,10,15
10329771,37,15,13
10329787,36,37,15
10329916,48,36,37
10330007,37,36,10
10330019,37,2,15
10330024,2,37,10
10330053,36,15,2
10330091,37,15,2
10330109,2,48,37
10330210,48,15,19
10330215,39,26,37
10330229,37,36,15
10330294,10,2,37
10330370,37,2,15
10330417,15,36,37
10330473,37,12,15
10330500,37,10,6
10330583,37,15,2
10330727,48,37,15
10330756,37,2,15
10330840,15,36,37
10330852,37,10,22
10330867,37,48,12
10330967,48,36,25
10331035,37,15,2
10331237,12,37,15
10331296,36,10,15
10331335,10,48,37
10331362,13,10,15
10331363,37,15,2
10331372,2,39,15
10331510,10,37,2
10331561,36,12,37
10331564,10,2,37
10331566,15,37,2
10331570,36,37,15
10331586,36,13,48
10331597,37,15,2
10331640,37,15,10
10331665,15,19,48
10331760,15,2,48
10331762,36,2,15
10331913,37,36,15
10331943,12,10,37
10331956,39,37,15
10332087,15,18,2
10332150,37,15,12
10332168,36,37,48
10332170,37,2,39
10332207,37,13,15
10332279,37,19,2
10332378,2,36,37
10332381,2,37,15
10332390,15,2,12
10332415,10,12,48
10332453,37,2,10
10332520,2,15,25
10332535,48,13,15
10332643,37,15,36
10332671,36,10,2
10332745,10,37,15
10332862,13,15,10
10332875,2,15,37
10332979,13,10,37
10332986,15,2,37
10333152,37,15,25
10333195,15,26,2
10333198,6,15,2
10333235,37,48,2
10333245,36,10,2
10333267,37,6,12
10333278,12,37,26
10333300,10,48,2
10333356,10,13,2
10333399,37,10,15
10333425,37,15,36
10333431,37,48,12
10333479,10,36,48
10333580,37,36,2
10333626,10,2,37
10333712,37,2,15
10333753,48,37,15
10333766,36,37,15
10333796,37,2,10
10333805,36,37,39
10333818,37,2,18
10333842,15,21,37
10333932,10,36,48
10334027,13,48,15
10334047,48,36,15
10334055,37,2,15
10334060,36,10,13
10334157,37,36,15
10334164,37,15,10
10334165,36,48,37
10334214,13,2,48
10334264,2,37,48
10334271,2,15,10
10334330,37,12,36
10334334,37,36,15
10334409,37,2,15
10334445,37,15,2
10334450,2,10,15
10334504,2,15,18
10334587,2,15,19
10334592,2,37,15
10334624,15,13,22
10334675,36,18,10
10334676,48,37,15
10334680,37,12,15
10334779,15,12,37
10334957,37,15,10
10334984,2,37,15
10335017,37,2,36
10335091,37,10,15
10335097,10,48,2
10335227,37,26,15
10335273,10,37,19
10335295,10,37,2
10335340,13,48,36
10335351,37,2,15
10335449,13,37,10
10335501,36,37,13
10335541,2,15,10
10335542,48,21,37
10335571,2,37,15
10335718,10,48,2
10335729,37,36,10
10335829,12,2,15
10335850,2,39,12
10335868,15,10,2
10335889,10,15,13
10335911,37,36,2
10336060,13,12,26
10336104,36,37,10
10336129,15,48,10
10336153,37,25,19
10336202,12,10,15
10336365,6,10,36
10336553,22,2,15
10336556,37,10,36
10336560,36,2,15
10336576,37,36,15
10336669,37,15,12
10336673,2,36,26
10336696,37,15,2
10336791,10,15,36
10336870,48,36,15
10336880,37,22,2
10337017,36,37,15
10337058,10,48,36
10337163,48,15,2
10337317,37,2,15
10337379,36,37,48
10337415,37,25,15
10337455,19,10,37
10337475,6,48,18
10337567,36,15,37
10337600,19,18,2
10337640,37,2,15
10337641,36,37,2
10337654,2,15,48
10337737,2,37,15
10337745,10,37,15
10337754,37,15,25
10337841,10,37,2
10337849,37,15,21
10337891,37,2,15
10337932,37,15,36
10337937,36,48,2
10338000,37,15,2
10338030,10,2,22
10338080,2,37,15
10338101,2,15,37
10338193,36,48,15
10338221,10,15,12
10338236,36,37,2
10338245,10,37,2
10338261,37,2,15
10338305,2,10,15
10338370,36,15,2
10338385,15,36,37
10338444,36,12,37
10338485,37,48,15
10338500,48,15,36
10338555,15,10,18
10338617,10,36,15
10338673,2,26,22
10338710,15,10,37
10338714,48,13,2
10338780,15,37,2
10338823,48,37,15
10338947,13,37,36
10338989,12,15,2
10339047,36,37,10
10339129,48,15,36
10339229,48,2,37
10339304,48,2,36
10339383,15,13,19
10339513,10,37,39
10339653,6,36,39
10339767,2,36,15
10339813,36,2,19
10339844,37,21,15
10339915,37,2,15
10339957,37,15,2
10339973,37,2,15
10339977,13,36,10
10340084,15,36,12
10340193,15,37,19
10340243,37,21,2
10340244,2,15,37
10340318,10,36,37
10340340,37,15,2
10340343,2,37,19
10340453,37,15,48
10340461,36,15,37
10340466,15,10,37
10340572,36,37,2
10340588,10,37,2
10340642,2,39,6
10340663,10,37,15
10340675,48,37,2
10340686,37,39,2
10340711,37,10,15
10340768,2,36,12
10340817,37,2,15
10340819,37,2,36
10340867,10,39,18
10340868,10,15,2
10340874,2,37,15
10340899,2,37,26
10340916,48,10,2
10341064,48,13,36
10341173,37,15,2
10341179,37,12,2
10341295,37,12,15
10341324,13,10,15
10341374,36,37,12
10341495,48,39,37
10341546,2,48,37
10341725,37,12,48
10341742,48,39,2
10341800,37,2,15
10341822,36,2,15
10341879,37,2,15
10341940,37,15,10
10341959,2,19,15
10341965,37,25,2
10341973,37,48,10
10342002,37,2,48
10342180,15,2,37
10342191,36,13,37
10342237,10,37,36
10342273,37,15,12
10342313,13,10,36
10342341,37,36,2
10342381,36,37,25
10342462,37,21,15
10342507,36,37,2
10342537,10,36,15
10342567,12,37,15
10342739,10,22,36
10342774,36,37,10
10342857,37,2,15
10342862,37,10,15
10342993,37,48,10
10343000,48,37,19
10343056,37,15,2
10343058,37,2,15
10343130,48,37,36
10343241,37,12,15
10343371,15,37,2
10343375,10,12,37
10343434,37,48,15
10343443,37,2,15
10343447,37,2,15
10343494,10,6,15
10343694,15,2,37
10343733,36,15,2
10343796,10,37,2
10343875,37,15,36
10343982,37,2,15
10343985,37,15,48
10344080,2,39,48
10344090,48,36,2
10344203,37,2,12
10344225,12,37,10
10344252,37,15,26
10344316,36,37,48
10344321,2,12,21
10344414,37,2,10
10344455,15,10,36
10344601,15,36,10
10344633,37,12,26
10344637,37,2,15
10344782,37,10,15
10344801,2,15,10
10344855,37,36,25
10344891,15,48,2
10344916,15,2,10
10344924,25,37,15
10344972,36,2,37
10345007,37,48,13
10345022,37,36,10
10345073,6,37,2
10345089,48,37,10
10345094,2,15,37
10345216,36,37,2
10345255,2,19,37
10345262,37,15,39
10345264,48,10,12
10345305,37,15,26
10345384,10,37,2
10345441,37,15,2
10345462,48,15,37
10345677,37,48,15
10345741,37,36,39
10345752,10,36,37
10345867,10,36,15
10346026,48,37,36
10346060,37,36,15
10346061,15,13,19
10346064,2,19,18
10346115,37,15,36
10346148,2,12,19
10346196,10,2,15
10346230,36,15,10
10346279,37,10,22
10346287,37,25,2
10346305,37,10,2
10346327,36,13,10
10346367,13,37,36
10346369,37,2,15
10346387,48,37,15
10346429,48,37,2
10346467,36,37,15
10346497,10,15,36
10346586,36,2,15
10346687,36,37,12
10346770,37,10,15
10346851,10,36,37
10346871,37,10,36
10346875,37,15,12
10346907,37,2,10
10347032,10,19,12
10347043,13,15,2
10347047,36,15,2
10347107,37,15,36
10347152,15,2,36
10347216,48,6,37
10347320,2,36,19
10347337,48,37,36
10347365,37,36,15
10347544,48,10,15
10347595,48,37,15
10347686,15,48,37
10347784,15,10,2
10347896,13,15,10
10347904,10,36,2
10348000,37,15,21
10348074,22,2,15
10348111,12,37,48
10348170,13,37,2
10348198,10,37,2
10348202,37,2,15
10348256,37,15,2
10348274,37,48,2
10348292,13,12,10
10348398,37,2,10
10348475,48,37,15
10348515,48,36,13
10348523,15,48,2
10348548,10,15,37
10348560,48,19,15
10348590,26,2,39
10348633,2,10,15
10348702,2,48,37
10348707,37,2,15
10348760,10,12,37
10348772,13,15,36
10348862,10,15,37
10348941,37,10,12
10348982,15,2,6
10348988,48,36,2
10349022,37,2,15
10349041,2,22,37
10349050,36,37,10
10349056,37,15,2
10349072,22,2,37
10349115,37,2,36
10349149,2,19,15
10349254,10,37,18
10349300,10,12,37
10349491,48,15,37
10349497,36,37,15
10349614,19,37,2
10349645,10,12,21
10349664,37,36,48
10349748,37,6,15
10349768,37,48,10
10349812,37,2,15
10349868,37,36,10
10349910,37,2,15
10349945,13,10,15
10350025,10,36,37
10350078,37,2,15
10350159,37,15,2
10350164,10,37,15
10350226,2,10,37
10350292,37,15,48
10350303,36,48,15
10350316,37,12,15
10350336,10,37,2
10350388,36,10,37
10350483,37,15,2
10350515,37,2,15
10350576,37,10,2
10350588,48,13,15
10350630,36,37,15
10350631,37,10,15
10350684,13,48,15
10350736,37,10,12
10350755,37,19,15
10350897,2,37,36
10350906,10,13,15
10351060,36,2,10
10351309,37,2,15
10351337,37,10,12
10351401,37,15,2
10351488,37,10,6
10351499,37,15,25
10351508,12,36,15
10351515,36,10,15
10351526,13,15,2
10351561,37,2,15
10351607,19,22,2
10351624,37,2,15
10351631,36,10,15
10351642,2,37,21
10351785,36,10,39
10351808,37,15,10
10351832,37,15,2
10351846,48,37,15
10351860,37,2,22
10351934,48,10,36
10352032,10,37,2
10352104,19,37,15
10352150,36,10,15
10352175,2,15,37
10352213,36,15,48
10352228,36,37,22
10352246,10,15,2
10352264,15,37,36
10352275,2,15,39
10352276,37,48,15
10352290,48,37,15
10352306,37,6,36
10352404,36,15,2
10352550,48,36,2
10352553,37,22,2
10352570,37,26,2
10352575,6,10,48
10352599,13,36,10
10352645,36,10,19
10352675,10,15,48
10352746,37,36,2
10352790,36,15,2
10352819,37,15,18
10352849,37,15,2
10352989,19,10,15
10353059,37,48,39
10353082,18,10,37
10353196,36,2,37
10353238,37,10,15
10353322,37,48,15
10353342,2,18,37
10353510,37,15,25
10353527,10,15,36
10353569,36,13,48
10353631,15,2,37
10353677,37,15,2
10353689,37,15,19
10353694,37,2,21
10353701,37,19,6
10353730,10,15,37
10353774,10,15,2
10353814,48,2,36
10353908,37,21,15
10354019,19,6,37
10354143,37,15,2
10354179,37,15,2
10354238,10,18,15
10354247,36,37,15
10354280,36,37,15
10354299,37,2,15
10354590,37,48,36
10354593,36,10,37
10354650,37,15,12
10354653,2,48,15
10354719,48,37,39
10354877,37,15,2
10354973,10,19,13
10354976,37,15,10
10355080,10,15,13
10355137,36,2,37
10355211,26,37,15
10355254,10,19,15
10355309,13,36,37
10355344,36,48,15
10355380,10,36,2
10355432,36,37,15
10355489,36,37,15
10355542,48,37,2
10355551,10,37,18
10355566,15,2,48
10355804,37,15,21
10355825,37,10,12
10355885,15,2,37
10355895,10,12,19
10356006,15,37,2
10356012,37,15,25
10356023,15,48,12
10356038,36,48,15
10356049,37,36,15
10356064,2,39,21
10356120,36,13,37
10356121,48,15,37
10356127,37,48,15
10356140,48,37,15
10356191,10,15,6
10356255,48,15,19
10356354,39,2,15
10356365,13,37,15
10356388,37,15,2
10356415,36,2,15
10356508,37,15,12
10356522,10,37,15
10356538,2,15,19
10356540,48,10,15
10356557,36,10,37
10356736,48,19,36
10356741,10,15,12
10356757,37,2,15
10356778,37,15,2
10356795,37,36,15
10356895,37,26,15
10356913,37,15,2
10356918,36,48,37
10356935,37,15,2
10356938,36,2,10
10356981,15,13,48
10357095,37,15,2
10357114,37,2,21
10357137,19,15,37
10357151,15,12,37
10357196,48,15,19
10357201,2,19,37
10357206,37,15,19
10357260,37,2,15
10357297,10,37,15
10357377,13,37,2
10357423,2,15,37
10357431,2,37,19
10357456,37,2,15
10357460,15,48,37
10357484,36,15,10
10357535,37,15,2
10357546,37,15,2
10357587,10,21,37
10357718,10,15,2
10357721,36,10,48
10357770,15,10,2
10357833,37,2,15
10357860,6,48,2
10357943,37,39,10
10357987,37,48,15
10358002,36,2,48
10358070,37,12,2
10358077,36,2,15
10358148,19,37,2
10358219,10,12,37
10358323,37,12,10
10358447,37,2,15
10358501,48,15,36
10358644,37,36,15
10358646,6,2,15
10358648,15,19,37
10358927,13,10,36
10358935,10,18,12
10359013,37,36,10
10359099,48,36,10
10359141,10,36,37
10359178,2,36,37
10359342,37,6,2
10359346,37,36,48
10359503,36,15,2
10359521,37,15,10
10359553,10,15,36
10359571,48,10,37
10359590,37,2,15
10359632,18,37,2
10359656,37,19,2
10359684,37,48,2
10359715,2,37,13
10359721,37,15,18
10359757,36,10,37
10359813,36,13,15
10359827,37,12,15
10359841,48,2,19
10359877,2,22,37
10359924,15,2,37
10360037,48,36,15
10360042,15,2,48
10360073,37,15,13
10360147,48,15,37
10360162,37,2,15
10360173,37,15,2
10360266,6,39,2
10360425,15,37,19
10360498,6,12,2
10360678,36,15,37
10360810,2,15,36
10360858,36,10,37
10360978,36,37,10
10360988,37,12,15
10361012,10,2,19
10361016,36,15,19
10361159,48,12,15
10361231,36,15,37
10361247,36,37,15
10361322,37,36,48
10361348,37,15,2
10361387,37,2,10
10361472,37,2,48
10361578,37,10,2
10361608,2,22,37
10361638,2,37,15
10361642,37,2,15
10361689,10,2,15
10361719,48,2,15
10361776,37,6,2
10361778,37,15,2
10361786,2,22,37
10361805,36,10,37
10361811,37,15,48
10361831,37,2,12
10361894,15,10,25
10361959,10,37,15
10361981,37,6,12
10362028,2,21,19
10362100,36,2,15
10362252,13,15,12
10362253,36,15,10
10362272,37,2,48
10362373,37,26,2
10362404,37,10,2
10362435,37,15,2
10362554,13,48,36
10362567,12,15,2
10362650,10,13,2
10362707,2,37,39
10362736,37,19,15
10362766,37,10,15
10362820,37,15,2
10362841,48,39,19
10362867,36,15,37
10362876,36,15,12
10362896,37,15,19
10362976,48,13,10
10362983,13,10,48
10362985,10,37,26
10363113,36,10,48
10363125,36,15,12
10363210,37,15,2
10363218,48,10,15
10363241,15,13,36
10363310,48,12,37
10363407,36,2,37
10363414,37,2,15
10363429,36,15,2
10363514,36,37,15
10363613,37,2,15
10363685,37,2,15
10363822,37,10,2
10363888,10,15,2
10363958,36,13,37
10364022,37,15,48
10364042,36,48,10
10364060,10,2,15
10364079,37,15,2
10364143,48,36,15
10364189,10,18,25
10364391,36,37,12
10364412,13,15,37
10364418,48,15,39
10364423,37,15,2
10364520,2,10,15
10364593,2,19,37
10364631,37,36,18
10364632,10,36,2
10364635,37,15,2
10364737,37,12,25
10364763,37,15,2
10364790,36,15,10
10364939,48,15,36
10364947,36,37,12
10365028,13,36,10
10365143,2,37,15
10365229,36,15,37
10365250,2,37,10
10365375,37,10,2
10365383,37,15,6
10365397,37,15,48
10365427,19,37,2
10365429,36,48,15
10365522,37,10,15
10365615,37,25,48
10365639,37,15,2
10365654,37,15,13
10365847,37,48,10
10365862,25,2,37
10365968,10,37,2
10366038,37,39,15
10366042,36,10,37
10366089,2,48,26
10366092,37,15,2
10366148,37,2,15
10366280,48,10,15
10366291,48,6,2
10366374,37,13,15
10366387,12,48,15
10366407,36,15,25
10366448,10,15,12
10366451,2,19,12
10366660,15,19,39
10366783,2,37,15
10366808,37,10,15
10366847,36,15,2
10366940,10,36,12
10367008,37,15,2
10367055,2,15,37
10367067,12,37,15
10367121,36,15,37
10367126,37,2,15
10367267,37,2,15
10367339,48,12,37
10367383,37,36,15
10367395,15,37,36
10367529,37,10,15
10367541,37,12,39
10367544,18,36,37
10367853,37,15,2
10367905,37,15,2
10367910,2,21,37
10368013,36,37,15
10368017,37,12,10
10368038,48,19,2
10368041,2,15,12
10368140,13,15,36
10368183,36,2,10
10368187,10,2,37
10368287,10,37,15
10368434,10,13,37
10368480,36,22,15
10368505,37,48,2
10368581,36,10,12
10368607,37,26,2
10368628,37,2,15
10368716,13,36,37
10368996,37,15,10
10369010,37,10,12
10369042,22,37,2
10369062,37,15,2
10369135,10,37,2
10369325,12,37,22
10369338,37,15,10
10369344,10,13,19
10369387,37,36,15
10369403,26,15,36
10369424,36,37,15
10369427,36,15,37
10369524,36,10,2
10369573,37,10,12
10369579,2,37,39
10369632,36,15,37
10369817,10,12,39
10369853,10,2,37
10369869,10,15,19
10369894,36,37,15
10369921,36,37,15
10369928,10,37,2
10369943,13,37,15
10369980,37,2,15
10370011,2,37,15
10370045,2,15,10
10370073,37,15,2
10370093,37,15,19
10370128,2,36,15
10370201,37,2,48
10370254,37,2,22
10370257,48,37,15
10370305,37,25,2
10370346,37,2,15
10370376,37,36,15
10370388,36,10,25
10370402,10,15,37
10370502,37,2,15
10370611,2,39,37
10370654,15,36,10
10370676,2,19,37
10370883,10,25,2
10370890,37,25,2
10370960,2,39,37
10371020,10,12,37
10371031,36,37,2
10371092,37,48,19
10371153,2,36,37
10371232,36,2,37
10371252,36,13,48
10371267,36,48,2
10371335,36,48,13
10371435,37,48,26
10371511,10,2,39
10371554,37,2,15
10371615,37,15,2
10371702,37,2,19
10371724,37,26,2
10371759,37,2,15
10371768,6,19,2
10371777,36,2,10
10371794,37,22,2
10371819,2,6,37
10371825,15,36,18
10371865,37,15,2
10371888,10,2,48
10371917,36,15,2
10371999,37,12,15
10372044,37,15,2
10372076,36,10,37
10372119,10,36,2
10372121,10,2,37
10372187,48,15,37
10372213,37,2,15
10372285,10,36,15
10372364,37,2,15
10372455,10,37,48
10372521,2,15,12
10372537,37,2,15
10372609,10,18,36
10372621,10,15,37
10372694,10,37,2
10372696,18,37,2
10372764,6,2,39
10372778,37,19,26
10372783,15,2,19
10372833,48,15,37
10372844,37,10,15
10373047,2,18,12
10373100,10,48,37
10373134,36,37,2
10373217,37,15,2
10373280,37,2,15
10373310,2,25,37
10373342,37,15,2
10373377,6,2,15
10373404,10,2,36
10373422,37,36,12
10373544,37,36,48
10373556,37,2,48
10373582,2,15,37
10373679,15,37,36
10373693,37,2,15
10373732,48,15,37
10373763,37,2,48
10373772,37,39,19
10373774,15,2,6
10373782,10,6,37
10373797,37,2,15
10373804,36,37,19
10373813,13,15,2
10373840,37,12,15
10373877,37,2,15
10373886,15,2,37
10373941,37,26,2
10374005,37,2,15
10374056,13,36,37
10374108,10,37,48
10374133,37,2,19
10374135,48,15,13
10374194,12,37,10
10374211,37,15,2
10374294,37,12,15
10374325,12,37,2
10374425,2,48,10
10374496,37,36,10
10374518,15,48,10
10374543,2,37,15
10374565,37,21,2
10374572,39,10,19
10374615,36,12,2
10374807,37,2,15
10374844,15,48,39
10374856,13,10,37
10374895,48,37,2
10374950,37,15,2
10374963,37,2,15
10375005,10,15,36
10375043,2,15,37
10375048,37,15,2
10375405,26,37,2
10375411,37,2,48
10375449,37,15,2
10375457,13,10,36
10375510,37,12,26
10375524,37,15,2
10375526,36,37,2
10375540,13,10,18
10375576,10,19,2
10375644,10,37,2
10375667,36,10,6
10375670,37,2,15
10375764,15,48,18
10375963,13,10,2
10376014,13,48,37
10376121,48,15,37
10376146,37,12,15
10376187,37,19,2
10376266,10,15,37
10376331,37,2,15
10376369,10,37,36
10376410,37,15,2
10376509,10,15,37
10376764,37,2,36
10376772,37,2,19
10376911,37,15,36
10376916,13,15,2
10377106,19,36,10
10377130,37,15,10
10377166,19,39,48
10377225,2,37,15
10377285,2,12,37
10377290,13,36,10
10377329,36,12,13
10377375,15,2,13
10377481,10,15,36
10377663,36,10,15
10377768,37,15,2
10377779,48,37,36
10377792,37,15,6
10377817,37,15,2
10377859,48,37,2
10377870,13,37,10
10377943,12,36,15
10378008,2,37,15
10378017,13,2,48
10378100,48,10,2
10378176,37,2,39
10378247,10,37,36
10378277,10,37,48
10378322,39,15,2
10378343,10,2,37
10378380,37,2,15
10378604,37,48,10
10378793,10,48,15
10378864,37,15,2
10378870,37,13,36
10378888,37,15,39
10378905,36,37,13
10378922,37,15,26
10378939,36,37,15
10378968,37,10,19
10379057,36,37,2
10379089,2,12,37
10379159,18,37,15
10379251,2,25,37
10379277,37,19,39
10379294,10,37,36
10379398,37,15,19
10379430,10,6,12
10379505,48,2,19
10379530,37,10,15
10379536,2,15,10
10379658,37,36,15
10379763,13,37,10
10379789,37,2,15
10379813,37,19,2
10379821,37,10,18
10379833,10,2,37
10379868,12,37,2
10379871,37,48,36
10379873,13,36,10
10379999,37,15,25
10380002,37,15,2
10380061,37,6,15
10380064,13,2,37
10380125,37,15,2
10380174,2,39,48
10380180,10,15,39
10380256,48,37,36
10380295,2,15,39
10380345,37,39,25
10380356,37,12,15
10380494,36,37,15
10380498,2,37,10
10380586,37,10,2
10380588,13,10,37
10380623,39,37,15
10380634,37,15,2
10380738,2,37,15
10380845,10,2,36
10381027,37,36,15
10381173,15,10,2
10381202,15,37,2
10381235,48,6,37
10381241,10,37,12
10381250,13,36,48
10381298,15,2,39
10381346,37,15,48
10381352,37,2,15
10381369,37,25,2
10381466,10,19,2
10381493,37,12,19
10381554,37,19,10
10381569,15,37,10
10381599,37,15,2
10381697,48,37,15
10381799,37,48,19
10381808,48,12,36
10381827,2,19,37
10381847,48,15,36
10381886,37,6,15
10382162,37,2,15
10382221,37,15,2
10382245,39,15,36
10382352,48,15,37
10382408,36,10,37
10382419,13,37,10
10382438,37,2,19
10382440,37,21,15
10382489,36,48,2
10382550,37,2,15
10382591,2,15,36
10382600,36,15,10
10382608,48,10,15
10382688,19,37,18
10382700,13,48,15
10382733,15,48,12
10382769,48,2,39
10382947,36,48,37
10382958,37,19,15
10382969,36,37,15
10383001,2,36,18
10383077,36,15,2
10383082,36,15,48
10383103,2,37,15
10383152,37,2,15
10383156,37,36,15
10383174,15,36,48
10383204,36,15,37
10383307,37,15,19
10383308,26,37,18
10383315,2,19,12
10383375,36,37,15
10383505,10,48,36
10383564,2,15,18
10383588,2,15,12
10383598,37,18,19
10383612,37,2,15
10383764,37,15,2
10383787,37,48,25
10383806,37,15,2
10383821,36,15,37
10383874,36,48,37
10383906,15,10,2
10383914,37,48,15
10384015,36,15,10
10384103,15,2,12
10384186,37,2,15
10384216,37,21,19
10384415,48,37,2
10384442,10,19,18
10384446,37,10,15
10384447,36,10,37
10384539,10,15,12
10384646,2,37,15
10384779,48,10,2
10384783,37,2,15
10384920,10,2,37
10384928,12,37,36
10385016,25,48,15
10385037,2,37,15
10385048,36,48,39
10385112,37,15,2
10385114,36,15,13
10385116,36,37,15
10385199,37,2,15
10385318,10,37,2
10385503,36,37,15
10385694,37,2,15
10385697,2,37,15
10385806,37,48,15
10385862,37,2,26
10385951,10,48,15
10385966,37,36,15
10386036,37,36,21
10386046,15,25,37
10386134,48,15,2
10386205,37,2,15
10386344,37,36,15
10386373,13,48,10
10386435,37,36,2
10386538,37,15,2
10386578,2,15,10
10386586,10,2,48
10386693,48,36,15
10386741,36,37,15
10386773,10,12,2
10386862,37,15,39
10386863,36,37,10
10386893,13,2,48
10386906,37,13,10
10386985,37,2,15
10386999,37,2,12
10387025,37,15,10
10387068,10,12,18
10387084,6,19,25
10387212,15,2,12
